FileName,FreqCosineSim,,FileName,JaccardSim
07_1639,11.17860484791054,,09_567,9.195402298850574
06_446,9.78231976089037,,07_114,9.090909090909092
08_531,8.845532664938222,,07_1714,8.91089108910891
09_510,8.722106603982807,,06_828,8.633093525179856
08_401,8.51485086684671,,09_760,8.333333333333332
