FileName,FreqCosineSim,,FileName,JaccardSim
08_531,9.557705739388805,,07_1621,8.695652173913043
08_401,8.689266695452384,,07_1175,8.235294117647058
07_1639,8.324453385919282,,07_794,6.956521739130435
06_1443,8.067781587613121,,06_822,6.756756756756757
06_446,7.843548482442151,,07_80,6.593406593406594
