FileName,FreqCosineSim,,FileName,JaccardSim
07_1844,40.61951531885711,,07_1185,17.94871794871795
06_1672,40.326693646239626,,07_195,16.50485436893204
09_399,38.38067316416268,,08_1490,16.483516483516482
06_1446,35.75350401509863,,08_1742,15.74074074074074
08_1767,33.11220932031124,,09_784,15.602836879432624
