FileName,FreqCosineSim,,FileName,JaccardSim
09_932,39.787938379951896,,09_290,20.77922077922078
09_929,39.787938379951896,,08_318,18.69158878504673
09_933,39.56430799496159,,09_241,18.6046511627907
09_931,39.56430799496159,,09_1016,18.556701030927837
09_930,39.56430799496159,,09_922,17.94871794871795
