FileName,FreqCosineSim,,FileName,JaccardSim
07_1497,31.914523302379692,,09_873,9.876543209876543
09_1205,30.09677479409099,,09_1361,8.994708994708994
08_1400,29.417569453473586,,09_1205,8.982035928143713
07_1534,28.531693044528932,,06_809,8.791208791208792
08_1119,25.999206892246768,,06_414,8.0
