FileName,FreqCosineSim,,FileName,JaccardSim
08_248,36.486063659649645,,09_1066,17.094017094017094
08_1839,35.79894492782852,,08_290,15.0
09_864,34.71512333529164,,09_432,14.218009478672986
08_428,31.92057100028113,,07_2078,13.725490196078432
08_64,29.792003302689235,,09_292,13.20754716981132
