FileName,FreqCosineSim,,FileName,JaccardSim
09_1498,64.502093046474,,07_1703,23.91304347826087
07_383,63.6079948708828,,09_1498,22.727272727272727
07_382,63.6079948708828,,09_1136,22.22222222222222
08_1934,63.265826741502686,,07_1342,21.73913043478261
07_1937,62.84777848252146,,09_834,21.153846153846153
