FileName,FreqCosineSim,,FileName,JaccardSim
09_399,51.17593986027544,,09_399,17.796610169491526
06_1672,41.948823865306835,,09_704,17.272727272727273
06_1446,38.383719923841355,,08_1490,17.24137931034483
07_2059,37.19683170880682,,08_1742,16.346153846153847
09_1040,35.62005019220994,,07_1185,16.23931623931624
