FileName,FreqCosineSim,,FileName,JaccardSim
06_1295,61.64982275701436,,06_4,25.0
07_1347,50.52071823605381,,08_1838,21.804511278195488
09_1134,49.95422429132916,,08_1125,21.568627450980394
09_554,49.87934439269988,,09_554,21.551724137931032
06_1326,49.62628816583068,,06_1295,20.833333333333336
