FileName,FreqCosineSim,,FileName,JaccardSim
06_1021,68.85656954947055,,09_1216,31.76470588235294
06_1295,66.51053344765576,,06_653,29.87012987012987
07_1343,65.49142816644529,,06_1021,27.027027027027028
07_1224,64.9156108174781,,06_45,26.25
06_663,63.21924864369477,,07_830,25.71428571428571
