FileName,FreqCosineSim,,FileName,JaccardSim
09_1084,25.328374784657402,,09_432,13.229571984435799
09_477,24.52799120211429,,09_704,10.857142857142858
09_532,24.014820817836732,,06_288,10.666666666666668
08_1311,22.898571337277563,,08_1927,10.628019323671497
06_1115,21.445892605471354,,09_532,10.404624277456648
