FileName,FreqCosineSim,,FileName,JaccardSim
07_1179,40.83975741774272,,07_1179,17.894736842105264
07_293,36.18571459283427,,06_848,14.942528735632186
08_1879,34.51693992685608,,09_1361,14.285714285714285
08_739,34.187714267115744,,09_1073,14.285714285714285
08_886,33.74335284742965,,08_1593,13.253012048192772
